gridID,vegslope,watslope,shdislope,fracslope,contagslope,tmpslope,popslope,ntlslope,cluster
663,0.000808,0,-0.005153366,-0.000367,1.076732715,0.021785613,685,-1.883333333,1
664,0.00055,-0.000909,0.006937804,0.00042,-0.39088817,0.00966671,-20.66666667,6.473478261,1
665,0.002121299,0.001,0.010183736,-7.80E-05,0.169616376,0.011274461,31.59259259,150.4935,2
666,0,-0.004,0.01162834,-0.000177,-0.511925572,0.0211539,-4.25,11.014,3
667,-0.001414217,4.00E-04,-0.013332586,-0.000229,0.009899756,0.026985903,490.4166667,-17.47565217,1
668,0.003982772,0,-0.003697301,-6.41E-05,0.331207869,0.024307728,1245.785714,-14.14,1
669,0.003502305,0.001363636,-0.02011396,0.000191,0,0.02369434,155.6521739,-15.10538462,1
670,0.000203,-0.000909,0.006346522,0,-0.723785833,0.010119078,48.57142857,65.71761905,2
671,0.000203,0.0012,0.01025649,-0.000543,-0.736998331,0.010119029,416.35,67.94444444,1
672,-0.001982226,0,0.008973322,-0.00032,-0.303171533,0.029166689,7.9375,46.989,2
673,-0.001282732,0,0.001108607,0.000277,-0.604757181,0.027380851,0.956521739,93.44066667,2
674,0.000752,-0.000345,-0.00850061,0.000232,0.986458099,0.027083158,312.4230769,-13.32833333,1
675,-0.000374,-0.0025,-0.012219893,-0.000102,0.487045756,0.027187335,227.7,-18.71291667,1
676,-0.001414217,-0.001666667,-0.017802802,0,1.079463498,0.02722228,224.375,-18.364375,1
677,-0.001414217,0,-0.000678,5.23E-05,-0.61105045,0.027200137,618.8,-16.98208333,1
678,0.002845689,0,-0.003993858,0.000584,0.370433097,0.025925819,48.5,-15.19631579,3
679,0.004005863,-0.002142857,-0.011563882,0.000169,0.086879966,0.022685206,279.1,-10.601,1
680,0.006452286,-0.000667,-0.013518343,-1.06E-05,0.078608061,0.020833174,201.72,2.776,1
681,0.006452286,0,-0.006379942,-0.000243,-0.280425346,0.02046015,405.32,8.47125,1
682,0.005429745,0,0.004718496,-0.000209,0.04731149,0.018785736,-2.692307692,0.239375,3
683,0.000449,0,-0.004623744,6.37E-05,-0.1590172,0.010036598,6.764705882,64.39,1
684,0.002810484,0,-0.014889004,-0.000446,1.204327486,0.012499998,209.3333333,68.77,1
685,-0.000419,-0.0025,-0.006023417,5.06E-05,0.874248305,0.026895976,14.4,162.58,3
686,0.000752,-0.002222222,0.010662335,-0.000228,-0.641765473,0.027396035,15.7,-1.076428571,3
687,0.000752,0,-0.001567024,0.000994,-0.445613251,0.027301905,236.9230769,-8.075,1
688,0.004189238,0,0.005562274,-0.000158,-0.391618099,0.025500036,46.5,-12.77894737,3
689,0.004189238,0,-0.004484059,0.000203,-0.040471836,0.025438915,193.4642857,-12.3995,1
690,0.004309264,0,-0.006833496,0.000385,0.13029508,0.024539753,384.1666667,-14.10636364,1
691,0.004005863,-0.000526,-0.012214436,8.13E-05,0.798264755,0.02361115,400.037037,-11.1535,1
692,0.004005863,0,0.003654302,-0.000217,-0.211668169,0.022745447,361.1764706,-6.616363636,1
693,0.006452286,0,0,0,-0.951947307,0.02042846,312.9230769,17.31655172,1
694,0.005442905,-0.00125,0.007594618,-0.000638,0.272163258,0.019083319,23.22222222,7.635,3
695,0.006517589,0,0.011032556,-0.000238,0.018941926,0.013031683,5.5,51.60722222,3
696,0.001263,0,0,0,0.032681605,0.015740905,-12.66666667,26.39846154,1
697,0.000752,0,0.002595393,-4.55E-05,-0.271986515,0.027458053,26.5,3.299166667,3
698,0.004189238,0,-0.000166,0.000173,-0.415802141,0.025694439,6.421052632,-11.522,3
699,0.004005863,-0.001875,0.003356103,0.000615,-0.219203364,0.023092478,305.625,1.893333333,1
700,0.006452286,0,0.01319234,0,-0.964732068,0.021527828,-31.64705882,18.55222222,3
701,0.00335564,0,0.007949731,-0.00034,0.245536189,0.015305602,0.894736842,54.02071429,3
702,0.000492,-0.003684211,0.00630251,-0.000156,-0.385520546,0.029333153,11.95238095,166.7171429,2
703,-0.002154299,0,0,-1.62E-05,-0.300988565,0.026333461,21,39.878,1
704,-0.001407097,0,-0.004144619,0.000185,-0.985255426,0.027930552,1494.2,-18.48733333,1
705,0.004189238,0,-0.003766118,0.000235,-0.493131177,0.025395832,8.055555556,-12.06333333,3
706,0.004189238,0,-0.004012722,0.000243,-0.262014649,0.025242972,3.481481481,-11.17882353,3
707,0.005442905,0,0.021844474,-0.001214988,-0.762648099,0.017857143,10.88235294,44.75666667,3
708,0.005442905,0,0.006387076,-0.000475,-0.812973725,0.018592652,25.03703704,51.13692308,3
709,0.002593197,-0.000345,-0.002600991,0.000631,0.261152945,0.012037083,28.17241379,8.492727273,1
710,-0.000222,-0.002,0.008881079,0.000125,-0.949371143,0.012962765,258,80.9584,2
711,0.005815101,0,0,8.22E-05,-0.759920149,0.016666724,-13.53846154,75.48809524,3
712,0.005815101,0,0.001495736,3.06E-05,-0.664209748,0.016666759,-6.166666667,85.69736842,3
713,0.000492,0.014782609,0.005307937,0.000489,-0.49543687,0.029166913,2.2,175.5942105,2
714,0.000492,-0.003125,0.015100043,-0.000855,0.191119496,0.029166834,-5.545454545,172.87,2
715,0.001438702,0,-0.001129956,9.36E-05,-0.74266635,0.025222147,10.53571429,-9.853571429,3
716,0.002008158,0,0.001150391,-3.95E-05,0,0.024942468,3.96,-9.49,3
717,0.004594196,0,-0.011347998,0.000183,0.107668795,0.024205052,-182.3333333,0.314545455,3
718,0.004371244,0,0.004423826,-5.96E-05,-0.152949424,0.023138902,-1.785714286,23.1425,3
719,0.006452286,-0.001333333,-0.001129824,0.000511,-0.374286915,0.020833328,-7.52,54.34433333,3
720,0.00264582,0.000455,0.00137638,-0.000621,0.089387758,0.012361105,535.8,-4.453333333,1
721,-0.000924,0,0.002275349,-0.000459,-0.283528432,0.026255547,57.1875,-4.01,1
722,-0.000924,0,0,9.72E-05,0.020763611,0.02498889,18.27272727,-2.520625,1
723,-0.000924,0,-0.003782452,0,0,0.025097664,17.10526316,-2.550769231,1
724,-0.000924,0,0.006987356,3.46E-05,-0.292810569,0.025149434,-28.38461538,-4.139375,3
725,0.006129128,0,-0.003086819,-0.000672,0.587899478,0.025000629,15,-1.398235294,3
726,0.008115038,0,-0.003587326,-0.000193,0.475669474,0.021725119,-7.214285714,66.046,3
727,0.00264582,-0.001578947,-0.004570868,0,0.005166728,0.012500048,60.33333333,-4.0275,1
728,0.000118,0.026086957,0.010226628,7.04E-05,-0.425212921,0.029226112,0.5,177.0575,2
729,-0.000976,0,-0.010044618,0.000216,0.832674211,0.02610009,101,-1.688666667,1
730,-0.000924,0,-0.006678958,9.20E-05,0.044523548,0.025520964,21,6.130666667,1
731,0.007500923,0,0.002362303,8.18E-05,-0.203734751,0.022916579,291.0740741,58.71875,3
732,0.00976333,0,0.002457145,-0.000111,0.117851665,0.01794048,-0.2,132.8658333,3
733,0.009081537,0,0.009877644,-3.17E-05,-0.675036813,0.018452306,-6.714285714,130.4222222,3
734,0.008541964,0,0.018960683,0.00016,-0.958098477,0.018249994,7.5,128.37,2
735,0.008541964,0,0.017667586,0.000654,-0.882984979,0.017761884,20.33333333,127.4975,2
736,0.003812999,0.000909,0,0,0.021873896,0.010208261,26.66666667,114.0116667,3
737,-0.000924,0,0.008407337,0.000148,-0.310776248,0.025147239,92.25,10.75952381,1
738,0.006129128,0.000909,0,0.000233,-0.409177045,0.024644394,46.5,17.46043478,3
739,0.006129128,0,0.006926622,-0.000224,-0.449288066,0.024027776,35,54.13210526,3
740,0.00976333,0,2.42E-05,-0.000125,-0.004452488,0.019143928,-5.933333333,126.065,3
741,0.006129128,0,-0.003288666,-0.00085,0.403039053,0.02411108,10.11111111,43.18363636,3
742,-0.001856805,0.002,0.01458926,2.67E-05,-1.069486708,0.027479181,9,25.18416667,2
743,0.009383623,0,6.23E-05,1.72E-05,0.127835846,0.020255198,-4,109.4283333,3
744,0.00976333,0,0,0,0.038443337,0.01785705,24,111.38125,3
745,-0.000614,-0.006923077,-0.012142644,-0.000364,0.234028254,0.027236094,-69.2962963,7.32875,1
746,0.00976333,0,0,0,0.080684052,0.019006964,-5.636363636,95.66785714,3
747,0.009030562,-5.00E-04,-0.00460412,0.000347,0.170942542,0.018404748,-5.533333333,97.88666667,3
748,0.008541964,0,0.00316123,-0.000298,-0.282215635,0.016666646,-44.13636364,152.4283333,3
749,0,-0.006666667,0.005643569,0.000563,-0.224166193,0.030354877,0.6,23.26083333,3
750,0.007983165,-0.001111111,0.005289367,0.000324,-0.267317496,0.029921634,48.95,99.4,3
751,0.009266111,-0.013333333,0.010560191,-0.000534,-0.512577532,0.029629561,7.25,8.274,3
752,0.008318382,0,0.016155656,0.000398,-1.302941127,0.030333266,-152.7368421,116.1664286,2
753,0.006522171,0,0.001279023,0.000167,-0.19052179,0.016666746,-6.888888889,103.7544444,3
754,0.00764355,0,0.003311223,-0.000269,0.745030753,0.030179997,194.7647059,87.427,3
755,-0.000853,0.007777778,0.009866743,-0.000248,-0.284222653,0.022222186,8.5,70.04666667,2
756,0.00026,0.002941176,0.007866969,0.00015,-0.528074321,0.027604122,0.066666667,152.23,2
757,0.005272388,0,0.014487939,-0.000284,0.218737144,0.017111133,2.285714286,74.85,3
758,0.005254263,0,0,0,-0.049464255,0.016833038,0.173913043,88.725,3
759,0.006522171,0,0.016509132,-0.000536,-0.287672051,0.016452579,5,56.13357143,3
760,0.004777905,-0.000909,0.009843422,6.18E-05,-0.219557699,0.012222163,45.15789474,173.0504,2
761,0.006522171,0,0.0019998,-0.000116,0.079867298,0.016694503,3.8,36.24588235,3
762,0.002504896,0,-0.001596835,0.000189,-0.515288502,0.021226215,-11,72.14521739,3
763,0,0.001851852,-0.000549,0.001006151,-0.510220598,0.029310358,35.33333333,29.72705882,3
764,0.001170511,0,0.016161487,-0.000206,-0.85181202,0.027083077,5.666666667,166.08,2
765,0.000698,0,0.013648721,0.000742,-2.08266078,0.025255582,42.08,101.5529167,2
766,0.005434888,0,0.003978322,-0.000682,0.073318367,0.016666629,-4.666666667,113.7983333,3
767,0.006079831,0.001,0.001257175,-0.000439619,0.023536344,0.013823467,2.4,95.7455,3
768,0.003034367,0.007916667,0.005643676,-0.000386,-0.75855984,0.010716736,-10.1,170.2285714,2
769,0.003034367,0.005714286,1.56E-05,-7.50E-05,-0.15627776,0.010499992,-6.130434783,170.597619,2
770,0.002504896,-0.000769,0.010331699,0.000263,-1.193744369,0.020833328,-52.35714286,100.1505263,2
771,0.006193244,0,0.025417863,0.000181,-1.271097461,0.01294776,2.388888889,74.60416667,2
772,0.002504896,0,0.012830822,0.000548,-1.081896571,0.021006373,36.45,96.60809524,2
773,0.004048627,-0.023333333,0,-0.000249,0.944177349,0.029166622,-2.227272727,21.05333333,3
774,0.005725309,-0.00125,-0.003338973,0.00024,-0.272958408,0.025919928,105.3333333,85.43076923,3
775,0.007103288,0,-0.00162565,-8.67E-05,0.058552613,0.013093681,4,88.80157895,3
776,0.006494093,0,0.010372098,9.04E-06,0.024648933,0.012444463,46.05555556,68.59,3
777,0.010212868,0,0.006502249,0.000348,-0.247620803,0.012906069,3,61.89,3
778,0.010212868,0,0.005295433,-0.000385,0.262481728,0.01250011,2.266666667,56.51166667,3
779,0.009512679,0,0.026635641,-0.000501,0.060703438,0.012500101,2.111111111,48.28,3
780,0.006577899,0,-0.010873753,-0.00026,0.346725104,0.011458474,-30.57894737,80.27666667,3
781,0,0,0.018446664,-0.000747,0.564380048,0.022727347,-18.92592593,53.93125,3
782,0.002103199,-0.000952,0.004210811,0.000802,-0.376420363,0.021847059,216.1428571,125.9147368,2
783,0.010212868,0,0.007978983,-0.000688,0.217746279,0.01253652,0.25,40.93222222,3
784,0.009563255,0,0.01413,-0.000787,0.965289774,0.012729316,-2,38.221,3
785,0.009463234,0.001111111,-0.002376629,-0.000207,0.120391204,0.011666669,-0.2,65.575,3
786,0.007131856,0.003333333,0.000917,-0.000315,-0.018361359,0.029166733,-1.4,19.816,3
787,0.002365981,-0.000833,0.008890064,0.000615,-1.002452376,0.021554597,-105.92,117.8733333,2
788,0.001229499,0,-0.015846564,-0.000304,0.581570062,0.021759261,107.7826087,12.02,1
789,0.004910528,0,0.009799792,-5.95E-05,-0.579942725,0.029999542,-6.25,-18.056,3
790,0.007076601,-0.00087,0.003623855,-0.000463,-0.214717859,0.02962969,0,-2.330454545,3
791,0.004807432,0,0.004064349,-0.000155,0.63589301,0.018838691,0,62.09,3
792,0.008583397,0,0.006032537,-0.000648,0.082552931,0.011805592,1.166666667,61.758,3
793,0.008715919,0,0.012194503,0.000202,-1.028220103,0.011936177,39.09090909,44.79291667,3
794,0.004910528,0,0.017953607,0.000531,-0.914795175,0.030051899,2.571428571,-9.94,3
795,0.000259,-0.001538462,-0.006867098,1.07E-05,0.096328527,0.027791796,304.6666667,64.8,1
796,0.008583397,0,0.000597,0,0.113327491,0.012254892,0.814814815,66.94518519,3
797,0.004910528,0,0.007851778,0.000332,-0.47514073,0.030092679,-21.75,21.20857143,3
798,0.007560931,-0.001052632,0,0.000427,-0.085284685,0.022305489,86.07692308,54.28533333,3
799,0.002184237,-0.003571429,-0.00399712,-0.000442,0.493031092,0.026388605,-34.8,79.52615385,3
800,0.010984075,0,-0.001302702,0,-0.133764849,0.011985228,-7.166666667,68.786,3
801,0.000432,0,0,-0.001115268,-0.263813858,0.030175902,23.04761905,-0.826071429,3
802,0.007560931,0,0.008006162,0.000157,-0.432508642,0.022047729,-74.56521739,55.1055,3
803,0.006826376,0,0.019835066,-7.23E-05,0,0.02217049,-39.2,54.50363636,3
804,0.005565084,0,-0.004409515,-0.001084255,0.593656782,0.021898098,41.92307692,84.74384615,3
805,-0.000744,0,0.023949451,0.001196959,-1.454206358,0.030092617,104,-3.544,2
806,0.004937034,0.000952,0.004120414,0.000219,-0.330785561,0.02910663,-22.8,58.40142857,3
807,-0.001343562,0,-0.006639047,0.000214,-0.198685855,0.03040273,134.5,26.93928571,1
808,-0.000744,0,-0.007614793,2.86E-11,0.820206677,0.030499927,188.1428571,1.033333333,1
809,-0.000744,0,0.007259525,0.000855,-0.935245921,0.030406781,3.666666667,-3.830833333,2
810,-0.000744,0,-0.002208771,0.000474,-0.207925548,0.030882271,0.958333333,0,3
811,0.008919498,0.002857143,0.005729731,-0.000206,-0.289251668,0.013510404,-8.533333333,48.095,3
812,0.008902743,0.001,-0.001427603,0.000547,-0.319326267,0.013421842,-1.578947368,51.327,3
813,0.004266694,0,0.010099364,-2.23E-06,-0.560980016,0.03087182,-5.857142857,4.469090909,3
814,-0.000646,0,-0.005180433,0,-0.190380533,0.030651103,-5.666666667,-6.886,3
815,0.004266694,-0.000435,0,-0.000963,0.375453531,0.031240777,-85,4.583846154,3
816,0.000639,0,-0.011243318,4.36E-05,1.466709524,0.030549934,147.6,-5.04,1
817,0.000639,0,-0.004045213,-7.60E-05,0.767585491,0.031063754,113.5454545,-1.333333333,1
818,0.000639,0,0.001805408,-0.000858,0,0.030291793,140.5,-4.873478261,1
819,0.005316148,0.001428571,-0.006073459,-0.000528,0.434983098,0.027583357,-3.285714286,88.87571429,3
820,0.000639,0.003333333,0.006482222,0.000151,-0.493405056,0.030694486,-33.11764706,0,3
821,0.004266694,0,-0.009327331,-9.95E-05,1.080973841,0.031333332,48.53333333,0.8,3
822,0.007284186,0,0.000856,0.00038,-0.115204781,0.02826388,2.5,47.52375,3
823,0.002539596,0,0,0.000108,-0.166595886,0.019756473,-1,43.875,3
824,0.003873746,0,-0.00411784,0.000119,0.192402523,0.031481421,68,-3.728666667,3
825,0.007981013,0.00037,0.001254077,-0.000361,0.125568363,0.030111154,-1.8,23.86666667,3
826,0.005244266,0,-0.004332379,-0.000272,0.529558784,0.029487165,-1.25,24.71833333,3
827,0.005244266,-0.000667,0.006448166,0.000266,-0.272321361,0.029166698,3.363636364,51.27826087,3
828,0.008055943,0,0.003813568,0.00021,0,0.020547671,0.4,25.10517241,3
829,0.006885344,0.001428571,0.007446265,-0.000262,-0.512955869,0.021328508,17.9,52.15368421,3
830,0.002987862,0,-0.001692161,-0.000205,0.152609953,0.01987192,-1.222222222,46.55111111,3
831,0.004626664,-0.004444444,0.00012,0.000942,-0.644252742,0.032311101,-31.46153846,-18.076,3
832,0.0028459,0,-0.002922314,-0.000175,1.029642051,0.031313546,39.5,-7.2,3
833,0.005515907,0,-0.002647717,-0.000127,0.242494896,0.020144435,4.818181818,40.06888889,3
834,-0.001809546,0.000345,0.002392036,0.000603,-0.485960934,0.020370335,-39.47058824,28.06777778,2
835,0.005429816,0,0,0.000113,0.016217394,0.032072792,-40.15,-14.63666667,3
836,0.005429816,0,0.001929115,9.31E-05,-0.287408354,0.031833373,0,-12.63,3
837,0.0067545,0,0.001375322,0.000287,0.063371905,0.019736756,-5.958333333,71.88888889,3
838,0.002987862,0,0.010256305,0,-0.397565097,0.020291691,0.588235294,108.4376923,2
839,0.005429816,0,0.001023256,0.000855,-0.150367958,0.031770833,-18.52941176,-14.6056,3
840,0.005429816,0,0,0,0,0.031814092,10.86956522,-15.4496,3
841,0.0067545,0,0.00152688,8.41E-05,-0.174336511,0.019259194,-2.6,49.869,3
842,0.003424531,-0.000952,0.005539761,0.000935,-0.878858134,0.029166698,1.65,115.148,2
843,0.003128108,-0.000909,-0.00047,3.86E-05,0.176278686,0.020118959,8.958333333,87.89166667,3
844,0.0067545,0,0.005059535,-5.44E-06,-0.745763097,0.019037062,-3.222222222,47.00333333,3
845,0.005903316,0,0,-0.000127,0.004257823,0.021588409,18.6,104.6766667,3
846,-0.000522,0,0.014814697,0.001109701,-1.803735859,0.019578523,22.76470588,141.0340909,2
847,0.005429816,0,0.007348926,0,-0.025308346,0.032385421,-14.625,-12.6425,3
848,0.005433587,0,-0.009582754,8.63E-05,2.69E-06,0.028448285,-1.5,108.44,3
849,0.003128108,0,0.0044563,0.000227,-1.370071605,0.019907384,6.428571429,107.9177778,2
850,0.005887784,0.000769,0.002971872,-0.000132,0.43752906,0.022111096,51.77777778,96.325,3
851,-0.000507,0,0.005189664,0.000475,-1.000074287,0.02045458,14.71428571,163.6362069,2
852,0.006641445,0.003703704,0.010525482,4.35E-05,-0.803569659,0.019930488,159.3888889,128.1807143,2
853,0.001598635,0,0.000633,0.001122878,-0.602613056,0.020666668,94.5,99.338,2
854,0,0,0.004787843,-0.000296,-0.244931827,0.020098009,58.11538462,98.5,2
855,0,-0.007142857,0.010680708,-0.000269,0.066610582,0.020097976,0.789473684,68.52,3
856,0.005194664,0,-0.021467488,-0.000192,1.550971486,0.02006064,71.21052632,77.19,3
857,0.007193653,-0.000357,0.011438351,-0.000208,-0.91646473,0.019221929,102.0909091,105.4406897,3
858,0,-0.019259259,0.010242927,0,1.641836122,0.01905332,-9.375,-36.9047619,1
859,0,-0.028965517,0.004292551,-0.000343,0.259043236,0.008333228,0,68.62478311,1
860,0.005194664,0,0.007036199,-5.38E-05,-0.27127171,0.020370416,149.6,30.28571429,3
861,0.006744384,0,0.015599549,0.000502,-1.256216345,0.026214134,-4.428571429,118.375,2
862,0.007193653,0,0.011736883,0.000544,-0.912384163,0.01909547,9,53.58210526,3
863,0.006946657,0.000741,0.003889381,0.000227,-0.029096269,0.024999923,-22.88888889,40.97043478,3
864,0.007023894,0,0.005858441,-0.000251,-0.924091517,0.024378862,30.64,58.73230769,3
865,0.009451029,0,0.029673335,0.000121,-1.519055748,0.023611069,259.6875,75.654,2
866,0.002854798,-0.0025,-0.004546135,-0.000375,0.49157438,0.019805519,156.1904762,42.75736842,1
867,0,-0.004,0.009227151,-2.71E-05,0,0.030122032,0.541666667,69.3161039,3
868,0.007193653,0,0.019483157,0.000179,-0.60038091,0.019122772,-3,49.47368421,3
869,0.006081269,0.000769,0.00089,0.000121,-0.033310852,0.027952063,-1.4,105.32,3
870,0.0033948,0,0.008755029,0,0,0.020246801,117.5384615,110.2633333,3
871,0.005066041,-0.004444444,0.009164807,1.70E-05,-0.850076065,0.0302144,-6.166666667,56.39,3
872,0.006716189,0.00087,0.002040239,0.000215,-0.794163291,0.030882384,-1.875,65.434,3
873,0.004299206,0.000476,-0.006258153,0.000185,-0.024815095,0.021476863,3.75,24.80227273,3
874,0.007652719,0,0.002089376,-0.000119,-0.092594919,0.025157288,-25.66666667,42.09,3
875,0.004619548,0,0.001145006,0.000172,0.222613464,0.022916615,8.375,35.08555556,3
876,0.004063546,0,0.006287384,-0.000312,0.185768341,0.02156028,43,41.74133333,3
877,0.004619548,0.000909,-0.002639599,-3.49E-05,0.176426085,0.023527807,-8.3125,62.385,3
878,0.008161585,0,-0.007932717,-0.000375,0.427541992,0.027797644,0.133333333,122.21,3
879,0.008936902,-4.00E-04,0.020012008,-0.00038,-0.978198003,0.022071637,93.21052632,87.175,3
880,0.008046458,0,0.009426398,0.001080105,-1.195709214,0.031124989,-2.818181818,-44.552,3
881,0.008100554,0,-0.001601913,-0.001099745,0.248742581,0.031114535,-0.666666667,-43.18444444,3
882,0.008161585,0,0.004070579,0.000111,-0.137690663,0.027564041,3.307692308,93.16666667,3
883,0.001726475,0,0.000775,-0.000156,0,0.02000008,3.75,21.98307692,3
884,0,-0.008571429,-0.000495,0.000672,-0.418089596,0.030604168,-4.833333333,20.85714286,3
885,0.004974842,0,0.022695261,-0.000588,0.096116579,0.026826954,55.55555556,115.1714286,3
886,0.008344011,0,0,-1.58E-05,-0.266048794,0.022222235,4.25,55.29142857,3
887,0.008344011,0,0.007135287,0.000164,-0.34804314,0.022037874,-23.33333333,67.75,3
888,0.001996508,-0.002857143,0,-3.49E-05,0.008363838,0.019714346,63.14285714,5.019230769,1
889,0,-0.004347826,0.002696635,0.000997,-0.740441346,0.019466547,-27,14.3265,2
890,0.006130536,0,0.014787354,-0.000301,0.274209688,0.031794132,-5.347826087,18.71818182,3
891,0,-0.016923077,-0.014081939,-0.000254,1.036912959,0.019420886,90.91304348,-9.560526316,1
892,0.006590956,0,0.000365,0.000467,0,0.032051307,-21,31.34,3
893,0.006092109,-4.00E-04,-0.000195,0.000503,0.172039119,0.030181297,1.833333333,39.94166667,3
894,0.008285665,0,-0.002602811,0,-0.404780525,0.027777854,1.384615385,74.20833333,3
895,0.009581834,0,-0.015733571,-0.000231,1.325811764,0.030406204,1.2,50.9595,3
896,0.009913657,0,0.001975823,-0.000631,0.090295989,0.033611135,-3.272727273,6.338571429,3
897,0.004538777,0.01,0.01582127,0.00071,-0.864428793,0.025382237,106,40.377,2
898,0.008791081,-0.009285714,0.003151838,-0.000843,0.52545214,0.026547198,-109.2631579,162.1233333,3
899,0.00822154,0,0.000239,8.89E-05,0.178068624,0.022840387,-1.714285714,73.2025,3
900,0.001334539,0,-0.020115581,0,0.196147835,0.019516718,-15.17647059,-12.94153846,1
901,0,0,-0.000286,0.000215,0,0.029625074,-13.25925926,-2.924615385,3
902,0.002421343,0,0.025298666,0.000302,-0.143403879,0.030823065,-4,-24.44695652,3
903,0.004766419,0,-0.000172,-0.001012972,0.222338792,0.031549923,11,-17.546,3
904,0.005230657,0,0.020160803,-0.000633,0.040692727,0.031667061,-4.444444444,-0.598333333,3
905,0.007965552,0,0,0,0,0.032142835,-6.692307692,83.9075,3
906,0.007582381,0,0.004075825,-0.000549,-0.069099305,0.027773756,8.384615385,73.10666667,3
907,0.008694748,0,0.005945296,-0.000329,-0.440238475,0.023015866,90.94117647,69.23964286,3
908,0.008558386,4.00E-04,0.002341736,8.96E-05,0.040521464,0.023015849,6.473684211,68.474,3
909,0.000731,0,0.005152991,0.000822,-0.593101474,0.032151533,41.55,-24.0065,3
910,0.009132639,0,0,0,-0.141012503,0.029500018,0.416666667,-58.36571429,3
911,0.009132639,0,0.001267191,0.000397,-0.205387888,0.029392328,1.307692308,-45.20428571,3
912,0.002832651,-0.000909,-0.000129,-7.97E-05,-0.327282588,0.020098086,112.24,50.19076923,3
913,0.000731,0,0.024227217,-3.81E-05,-0.019616697,0.030932339,4.1,-22.32,3
914,0,-0.0224,-0.002659085,7.00E-04,-0.148925584,0.028448236,-5.708333333,-38.37735094,1
915,0.005358092,0,0.019367098,-0.00028,-1.219818277,0.029001465,10,87.40777778,2
916,0.002471551,0,0.005372887,-0.000515,-0.333573891,0.020431871,30.84,42.07238095,3
917,0.000207,0,-0.003882588,0,0.205663649,0.031333402,72.17857143,-13.54434783,1
918,0,0,0.000325,-1.89E-05,0.120915291,0.01854982,4.857142857,118.2516667,2
919,0.006023453,0,0.023477719,-5.55E-05,-1.065433892,0.028030274,-195.0526316,143.7820833,2
920,0.001919378,0,0,0.000173,0,0.020416729,5,41.22913043,3
921,0,0,0.002068672,-5.67E-05,-0.175759038,0.01833313,14.09090909,112.8028571,2
922,-0.000598,0,0.001133608,3.49E-05,-0.708583611,0.031109813,237.9411765,-10.52,1
923,-0.000857,0.002,0.003429107,-1.65E-06,0.248943121,0.020333385,14.58333333,145.4531818,2
924,-0.002293017,0,-0.006976707,0,0.734048595,0.019985352,148.0526316,34.22055556,1
925,0.001819853,0,0.001400443,1.00E-11,-0.300131353,0.031124972,61.4,-15.2696,3
926,-0.000449,0.000345,0.005693891,0.000317,-0.642454499,0.01944442,433,35.07153846,1
927,0,0,0.010027352,-0.00039,0,0.029156272,0,52.185,3
928,-0.000449,0,-0.008232523,1.00E-04,-1.187278695,0.019117625,175.3333333,-0.095,1
929,0.00133254,0,0.002626921,-9.57E-05,0.366946993,0.031547585,0.285714286,30.45222222,3
930,0.007720651,0,0.002093637,-0.000663,-0.037034328,0.010333288,9.111111111,80.21809524,3
931,0.005217293,0,-0.003174119,0.000127,0.554443345,0.032579529,-0.923076923,26.17941176,3
932,-0.000799,0,-0.008189545,0.000747,0.023047101,0.019911827,119,98.948,2
933,0,0,0,1.00E-11,0.116515834,0.018589753,-3,83.652,3
934,0.003884373,0,0.002045362,-0.00021,0.4667239,0.010493808,-1.411764706,114.8122222,3
935,0.003596872,5.00E-04,0.014110787,0,-1.429028087,0.032236105,3.5,-1.34125,3
936,0.00182512,0,0.000252,6.45E-05,-0.13792709,0.020833353,20.32,144.2168182,2
937,0.002515741,0,0.002618041,-0.000119,-0.689987098,0.020833459,15.66666667,81.892,3
938,0.005450171,0,0.012760609,6.55E-05,-0.388104904,0.032702288,-5.818181818,85.99666667,3
939,0.00554481,0,0.02530884,-0.000282,-1.175812067,0.032602278,-2.666666667,67.7525,2
940,0.003207165,0,0.004416247,-0.000343,0.130977183,0.028583492,-2.2,104.0777778,3
941,-0.004020874,0,0.005193806,0.000269,-0.557021358,0.020833025,-17.21052632,161.98,2
942,0.000996,0.004166667,0.017470432,2.65E-05,-0.02655084,0.01989219,19.69230769,53.0125,2
943,0.00327551,0,0.008047175,4.69E-05,-0.15000515,0.024029182,17.8,94.8275,3
944,0.002754626,0,0.008576374,-8.76E-05,0.133848588,0.024765441,-0.5,170.74125,2
945,0.003993481,0,-0.004288032,-0.000126,0.755656983,0.012666673,-1.095238095,78.92615385,3
946,0.006713899,0.001724138,0.001903655,-0.000132,-0.52117198,0.013020945,-1.166666667,140.5457143,3
947,0.003350404,0,0,0.000164,0.00224519,0.019871851,10.73333333,71.88,3
948,0.003012932,0,-0.000536,0.000125,0.118803514,0.025119429,-4.8,106.6728571,3
949,0.005042076,0,0.01290534,-0.000638,-0.121782672,0.025782111,-5.333333333,147.5316667,2
950,0.003088934,0,0.000244,0.000113,-0.214600291,0.019607845,-3,117.3841667,3
951,0.003117829,-0.001304348,0.01863202,-0.000568,0.094168238,0.019791533,-31.30434783,106.84875,2
952,0.003612643,0.001153846,0.012255696,0,0.018921501,0.032354187,5.25,128.0642105,2
953,0.005632944,0,-0.002932975,-8.47E-05,0.106123174,0.026273329,-3.5,111.52,3
954,-0.001639809,-0.001071429,-0.019625708,-6.22E-05,1.264860337,0.020516392,99.5,13.78866667,1
